IATA,City,Timezone
FTK,Fort Knox,America/New_York
SJT,San Angelo,America/Chicago
CXL,Calexico,America/Los_Angeles
CIC,Chico,America/Los_Angeles
BTV,Burlington,America/New_York
JAX,Jacksonville,America/New_York
DRO,Durango,America/Denver
IAD,Washington,America/New_York
CLL,College Station,America/Chicago
SFF,Spokane,America/Los_Angeles
MKE,Milwaukee,America/Chicago
ABI,Abilene,America/Chicago
COU,Columbia,America/Chicago
PDX,Portland,America/Los_Angeles
TNT,Miami,America/New_York
PBI,West Palm Beach,America/New_York
FTW,Fort Worth,America/Chicago
OGS,Ogdensburg,America/New_York
FMH,Falmouth,America/New_York
BFI,Seattle,America/Los_Angeles
SKF,San Antonio,America/Chicago
HNL,Honolulu,Pacific/Honolulu
DSM,Des Moines,America/Chicago
EWN,New Bern,America/New_York
SAN,San Diego,America/Los_Angeles
MLU,Monroe,America/Chicago
SSC,Sumter,America/New_York
ONT,Ontario,America/Los_Angeles
GVT,Greenvile,America/Chicago
ROW,Roswell,America/Denver
DET,Detroit,America/Detroit
BRO,Brownsville,America/Chicago
DHN,Dothan,America/Chicago
WWD,Wildwood,America/New_York
NFL,Fallon,America/Los_Angeles
MTC,Mount Clemens,America/Detroit
FMN,Farmington,America/Denver
CRP,Corpus Christi,America/Chicago
SYR,Syracuse,America/New_York
NQX,Key West,America/New_York
MDW,Chicago,America/Chicago
SJC,San Jose,America/Los_Angeles
HOB,Hobbs,America/Denver
PNE,Philadelphia,America/New_York
DEN,Denver,America/Denver
PHL,Philadelphia,America/New_York
SUX,Sioux City,America/Chicago
MCN,Macon,America/New_York
TCS,Truth Or Consequences,America/Denver
PMD,Palmdale,America/Los_Angeles
RND,San Antonio,America/Chicago
NJK,El Centro,America/Los_Angeles
CMH,Columbus,America/New_York
FYV,Fayetteville,America/Chicago
FSI,Fort Sill,America/Chicago
FFO,Dayton,America/New_York
GAL,Galena,America/Anchorage
MWL,Mineral Wells,America/Chicago
IAB,Wichita,America/Chicago
NBG,New Orleans,America/Chicago
BFT,Beaufort,America/New_York
TXK,Texarkana,America/Chicago
PBG,Plattsburgh,America/New_York
APG,Aberdeen,America/New_York
TCC,Tucumcari,America/Denver
ANC,Anchorage,America/Anchorage
GRK,Killeen,America/Chicago
BLI,Bellingham,America/Los_Angeles
NQA,Millington,America/Chicago
EKN,Elkins,America/New_York
HFD,Hartford,America/New_York
SFZ,Smithfield,America/New_York
MOB,Mobile,America/Chicago
NUQ,Mountain View,America/Los_Angeles
SAF,Santa Fe,America/Denver
BKH,Barking Sands,Pacific/Honolulu
DRI,Deridder,America/Chicago
BSF,Bradshaw Field,Pacific/Honolulu
OLS,Nogales,America/Phoenix
MCF,Tampa,America/New_York
BLV,Belleville,America/Chicago
OPF,Miami,America/New_York
DRT,Del Rio,America/Chicago
RSW,Fort Myers,America/New_York
AKN,King Salmon,America/Anchorage
MUI,Muir,America/New_York
JHM,Lahania-kapalua,Pacific/Honolulu
JFK,New York,America/New_York
HST,Homestead,America/New_York
RAL,Riverside,America/Los_Angeles
FLV,Fort Leavenworth,America/Chicago
WAL,Wallops Island,America/New_York
HMN,Alamogordo,America/Denver
NXX,Willow Grove,America/New_York
CYS,Cheyenne,America/Denver
SCK,Stockton,America/Los_Angeles
CHS,Charleston,America/New_York
RNO,Reno,America/Los_Angeles
KTN,Ketchikan,America/Sitka
YIP,Detroit,America/Detroit
VBG,Lompoc,America/Los_Angeles
BHM,Birmingham,America/Chicago
NEL,Lakehurst,America/New_York
SYA,Shemya,America/Adak
LSV,Las Vegas,America/Los_Angeles
RIV,Riverside,America/Los_Angeles
MOD,Modesto,America/Los_Angeles
SMF,Sacramento,America/Los_Angeles
UGN,Chicago,America/Chicago
COS,Colorado Springs,America/Denver
BUF,Buffalo,America/New_York
SKY,Sandusky,America/New_York
PAE,Everett,America/Los_Angeles
MUO,Mountain Home,America/Boise
CDC,Cedar City,America/Denver
BDL,Windsor Locks,America/New_York
MFE,Mcallen,America/Chicago
NGU,Norfolk,America/New_York
CEF,Chicopee Falls,America/New_York
LBB,Lubbock,America/Chicago
ORD,Chicago,America/Chicago
BCT,Boca Raton,America/New_York
FAI,Fairbanks,America/Anchorage
CVS,Clovis,America/Denver
NGF,Kaneohe Bay,Pacific/Honolulu
OFF,Omaha,America/Chicago
GKN,Gulkana,America/Anchorage
ART,Watertown,America/New_York
PSP,Palm Springs,America/Los_Angeles
AMA,Amarillo,America/Chicago
FOD,Fort Dodge,America/Chicago
BAD,Shreveport,America/Chicago
FOE,Topeka,America/Chicago
COT,Cotulla,America/Chicago
ILM,Wilmington,America/New_York
BTR,Baton Rouge,America/Chicago
TYR,Tyler,America/Chicago
BWI,Baltimore,America/New_York
HBR,Hobart,America/Chicago
LNY,Lanai,Pacific/Honolulu
AEX,Alexandria,America/Chicago
WSD,White Sands,America/Denver
CDB,Cold Bay,America/Nome
TUL,Tulsa,America/Chicago
SIT,Sitka,America/Sitka
ISP,Islip,America/New_York
MSP,Minneapolis,America/Chicago
ILG,Wilmington,America/New_York
DUT,Unalaska,America/Nome
MSY,New Orleans,America/Chicago
PWM,Portland,America/New_York
OKC,Oklahoma City,America/Chicago
ALB,Albany,America/New_York
VDZ,Valdez,America/Anchorage
LFI,Hampton,America/New_York
SNA,Santa Ana,America/Los_Angeles
CBM,Colombus,America/Chicago
TMB,Kendall-tamiami,America/New_York
NTU,Oceana,America/New_York
GUS,Peru,America/Indiana/Indianapolis
CPR,Casper,America/Denver
VPS,Valparaiso,America/Chicago
SEM,Selma,America/Chicago
EYW,Key West,America/New_York
CLT,Charlotte,America/New_York
LAS,Las Vegas,America/Los_Angeles
MCO,Orlando,America/New_York
FLO,Florence,America/New_York
GTF,Great Falls,America/Denver
YNG,Youngstown,America/New_York
FBK,Fort Wainwright,America/Anchorage
WRB,Macon,America/New_York
BKK,Bangkok,Asia/Bangkok
NAH,Naha,Asia/Makassar
MXB,Masamba,Asia/Makassar
SQR,Soroako,Asia/Makassar
TTR,Makale,Asia/Makassar
KDI,Kendari,Asia/Makassar
SBG,Sabang,Asia/Jakarta
TSY,Tasikmalaya,Asia/Jakarta
MLG,Malang,Asia/Jakarta
BDO,Bandung,Asia/Jakarta
CBN,Cirebon,Asia/Jakarta
JOG,Yogyakarta,Asia/Jakarta
CXP,Cilacap,Asia/Jakarta
PCB,Jakarta,Asia/Jakarta
SRG,Semarang,Asia/Jakarta
BTH,Batam,Asia/Jakarta
TJQ,Tanjung Pandan,Asia/Jakarta
PGK,Pangkal Pinang,Asia/Jakarta
TNJ,Tanjung Pinang,Asia/Jakarta
SIQ,Singkep,Asia/Jakarta
BDJ,Banjarmasin,Asia/Makassar
BTW,Batu Licin,Asia/Makassar
PKN,Pangkalan Bun,Asia/Pontianak
PKY,Palangkaraya,Asia/Pontianak
MOF,Maumere,Asia/Makassar
ENE,Ende,Asia/Makassar
RTG,Ruteng,Asia/Makassar
KOE,Kupang,Asia/Makassar
LBJ,Labuhan Bajo,Asia/Makassar
BPN,Balikpapan,Asia/Makassar
TRK,Taraken,Asia/Makassar
SRI,Samarinda,Asia/Makassar
TSX,Tanjung Santan,Asia/Makassar
AMI,Mataram,Asia/Makassar
BMU,Bima,Asia/Makassar
WGP,Waingapu,Asia/Makassar
SUB,Surabaya,Asia/Jakarta
SOC,Solo City,Asia/Jakarta
ICN,Seoul,Asia/Seoul
CNX,Chiang Mai,Asia/Bangkok
CEI,Chiang Rai,Asia/Bangkok
NST,Nakhon Si Thammarat,Asia/Bangkok
NAK,Nakhon Ratchasima,Asia/Bangkok
KOP,Nakhon Phanom,Asia/Bangkok
UBP,Ubon Ratchathani,Asia/Bangkok
KKC,Khon Kaen,Asia/Bangkok
THS,Sukhothai,Asia/Bangkok
DPS,Denpasar,Asia/Makassar
ATH,Athens,Europe/Athens
NGO,Nagoya,Asia/Tokyo
UKB,Kobe,Asia/Tokyo
PUW,Pullman,America/Los_Angeles
LWS,Lewiston,America/Los_Angeles
ELM,Elmira,America/New_York
ITH,Ithaca,America/New_York
MRY,Monterey,America/Los_Angeles
SBA,Santa Barbara,America/Los_Angeles
DAB,Daytona Beach,America/New_York
LPX,Liepaja,Europe/Riga
RIX,Riga,Europe/Riga
SQQ,Siauliai,Europe/Vilnius
HLJ,Barysiai,Europe/Vilnius
KUN,Kaunas,Europe/Vilnius
PLQ,Palanga,Europe/Vilnius
VNO,Vilnius,Europe/Vilnius
PNV,Panevezys,Europe/Vilnius
EVN,Yerevan,Asia/Yerevan
LWN,Gyumri,Asia/Yerevan
ASA,Assab,Africa/Asmara
ASM,Asmara,Africa/Asmara
MSW,Massawa,Africa/Asmara
GZA,Gaza,Asia/Gaza
BUS,Batumi,Asia/Tbilisi
KUT,Kutaisi,Asia/Tbilisi
TBS,Tbilisi,Asia/Tbilisi
RIY,Mukalla,Asia/Aden
TAI,Taiz,Asia/Aden
HOD,Hodeidah,Asia/Aden
ADE,Aden,Asia/Aden
AXK,Ataq,Asia/Aden
AAY,Al Ghaidah Intl,Asia/Aden
SAH,Sanaa,Asia/Aden
BHN,Beihan,Asia/Aden
SCT,Socotra,Asia/Aden
FMM,Memmingen,Europe/Berlin
NAV,Nevsehir,Europe/Istanbul
EZE,Buenos Aires,America/Argentina/Buenos_Aires
EBL,Erbil,Asia/Baghdad
EMD,Emerald,Australia/Brisbane
HEW,Athens,Europe/Athens
KIX,Osaka,Asia/Tokyo
JRB,New York,America/New_York
TAG,Tagbilaran,Asia/Manila
JAV,Ilulissat,America/Nuuk
JCH,Qasigiannguit,America/Nuuk
JEG,Aasiaat,America/Nuuk
PMI,Palma de Mallorca,Europe/Madrid
DRW,Darwin,Australia/Darwin
URT,Surat Thani,Asia/Bangkok
TKA,Talkeetna,America/Anchorage
GZM,Gozo,Europe/Malta
HVN,New Haven,America/New_York
AVL,Asheville,America/New_York
GSO,Greensboro,America/New_York
FSD,Sioux Falls,America/Chicago
AYQ,Uluru,Australia/Darwin
MHT,Manchester NH,America/New_York
APF,Naples,America/New_York
RDN,Redang,Asia/Kuala_Lumpur
SDF,Louisville,America/Kentucky/Louisville
CHO,Charlottesville VA,America/New_York
ROA,Roanoke VA,America/New_York
LEX,Lexington KY,America/New_York
EVV,Evansville,America/Chicago
ABQ,Albuquerque,America/Denver
BZN,Bozeman,America/Denver
BIL,Billings,America/Denver
BTM,Butte,America/Denver
TVC,Traverse City,America/Detroit
FRS,Flores,America/Guatemala
BHB,Bar Harbor,America/New_York
RKD,Rockland,America/New_York
JAC,Jacksn Hole,America/Denver
RFD,Rockford,America/Chicago
DME,Moscow,Europe/Moscow
SYX,Sanya,Asia/Shanghai
MFN,Milford Sound,Pacific/Auckland
LJG,Lijiang,Asia/Shanghai
GSP,Greenville,America/New_York
BMI,Bloomington,America/Chicago
GPT,Gulfport,America/Chicago
AZO,Kalamazoo,America/Detroit
TOL,Toledo,America/New_York
FWA,Fort Wayne,America/Indiana/Indianapolis
DEC,Decatur,America/Chicago
CID,Cedar Rapids,America/Chicago
LSE,La Crosse,America/Chicago
CWA,Wassau,America/Chicago
PIA,Peoria,America/Chicago
ATW,Appleton,America/Chicago
RST,Rochester,America/Chicago
CMI,Champaign,America/Chicago
MHK,Manhattan,America/Chicago
KGC,Kingscote,Australia/Adelaide
HVB,Hervey Bay,Australia/Brisbane
DLU,Dali,Asia/Shanghai
MZV,Mulu,Asia/Kuching
SSH,Sharm El Sheikh,Africa/Cairo
FKL,Franklin,America/New_York
NBO,Nairobi,Africa/Nairobi
SEU,Seronera,Africa/Dar_es_Salaam
FTE,El Calafate,America/Argentina/Rio_Gallegos
ARM,Armidale,Australia/Sydney
GJT,Grand Junction,America/Denver
SGU,Saint George,America/Denver
DWH,Houston,America/Chicago
SRQ,Sarasota,America/New_York
BDA,Bermuda,Atlantic/Bermuda
VNY,Van Nuys,America/Los_Angeles
MLI,Moline,America/Chicago
PFN,Panama City,America/Chicago
HIR,Honiara,Pacific/Guadalcanal
PPT,Papeete,Pacific/Tahiti
INU,Nauru,Pacific/Nauru
FUN,Funafuti,Pacific/Funafuti
OVB,Novosibirsk,Asia/Novosibirsk
XKH,Phon Savan,Asia/Vientiane
BIS,Bismarck,America/Chicago
TEX,Telluride,America/Denver
HGN,Mae Hong Son,Asia/Bangkok
RAP,Rapid City,America/Denver
CLD,Carlsbad,America/Los_Angeles
FNT,Flint,America/Detroit
DVO,Davao,Asia/Manila
FNC,Funchal,Atlantic/Madeira
STM,Santarem,America/Santarem
KOS,Sihanoukville,Asia/Phnom_Penh
YOA,Ekati,America/Edmonton
NPE,NAPIER,Pacific/Auckland
LEV,Levuka,Pacific/Fiji
LXA,Lhasa,Asia/Shanghai
RDD,Redding,America/Los_Angeles
EUG,Eugene,America/Los_Angeles
IDA,Idaho Falls,America/Boise
MFR,Medford,America/Los_Angeles
KBZ,Kaikoura,Pacific/Auckland
RDM,Redmond-Bend,America/Los_Angeles
PCN,Picton,Pacific/Auckland
WDH,Windhoek,Africa/Windhoek
YWH,Victoria,America/Vancouver
TNA,Jinan,Asia/Shanghai
CZX,Changzhou,Asia/Shanghai
YBP,Yibin,Asia/Shanghai
TJM,Tyumen,Asia/Yekaterinburg
CAK,Akron,America/New_York
HSV,Huntsville,America/Chicago
PKB,PARKERSBURG,America/New_York
MGM,MONTGOMERY,America/Chicago
TRI,BRISTOL,America/New_York
PAH,PADUCAH,America/Chicago
JIB,Djibouti,Africa/Djibouti
HAK,Haikou,Asia/Shanghai
MFA,Mafia Island,Africa/Dar_es_Salaam
PGA,Page,America/Phoenix
UII,Utila,America/Tegucigalpa
FCA,Kalispell,America/Denver
MBS,Saginaw,America/Detroit
BGM,Binghamton,America/New_York
BGW,Baghdad,Asia/Baghdad
NNT,Nan,Asia/Bangkok
ROI,Roi Et,Asia/Bangkok
BFV,Buri Ram,Asia/Bangkok
TDX,Trat,Asia/Bangkok
BLH,Blythe,America/Los_Angeles
IQA,Al Asad,Asia/Baghdad
TQD,Al Taqaddum,Asia/Baghdad
XQC,Al Bakr,Asia/Baghdad
CRK,Angeles City,Asia/Manila
SDK,Sandakan,Asia/Kuching
LXG,Luang Namtha,Asia/Vientiane
ODY,Muang Xay,Asia/Vientiane
SHE,Shenyang,Asia/Shanghai
DOY,Dongying,Asia/Shanghai
MNI,Geralds,America/Montserrat
PSG,Petersburg,America/Sitka
LYA,Luoyang,Asia/Shanghai
XUZ,Xuzhou,Asia/Shanghai
MWQ,Magwe,Asia/Yangon
KHM,Khamti,Asia/Yangon
DLI,Dalat,Asia/Ho_Chi_Minh
VDH,Dong Hoi,Asia/Bangkok
VKG,Rach Gia,Asia/Ho_Chi_Minh
CAH,Ca Mau,Asia/Ho_Chi_Minh
VCL,Chu Lai,Asia/Ho_Chi_Minh
TBB,Tuy Hoa,Asia/Ho_Chi_Minh
PYY,Pai,Asia/Bangkok
BWK,Brac,Europe/Zagreb
NSI,Yaounde,Africa/Douala
CKY,Conakry,Africa/Conakry
AAH,Aachen,Europe/Berlin
FKB,Karlsruhe/Baden-Baden,Europe/Berlin
SFB,Sanford,America/New_York
JST,Johnstown,America/New_York
LUA,Lukla,Asia/Kathmandu
BHP,Bhojpur,Asia/Kathmandu
LDN,Lamidanda,Asia/Kathmandu
JMO,Jomsom,Asia/Kathmandu
NGX,Manang,Asia/Kathmandu
PPL,Phaplu,Asia/Kathmandu
RUM,Rumjatar,Asia/Kathmandu
DNP,Dang,Asia/Kathmandu
RUK,Rukumkot,Asia/Kathmandu
JUM,Jumla,Asia/Kathmandu
TPJ,Taplejung,Asia/Kathmandu
TMI,Tumling Tar,Asia/Kathmandu
SKH,Surkhet,Asia/Kathmandu
IMK,Simikot,Asia/Kathmandu
DOP,Dolpa,Asia/Kathmandu
BJH,Bajhang,Asia/Kathmandu
DHI,Dhangarhi,Asia/Kathmandu
MWX,Muan,Asia/Seoul
JTY,Astypalaia,Europe/Athens
JIK,Ikaria,Europe/Athens
JKL,Kalymnos,Europe/Athens
MLO,Milos,Europe/Athens
JNX,Cyclades Islands,Europe/Athens
PAS,Paros,Europe/Athens
KZS,Kastelorizo,Europe/Athens
RMF,Marsa Alam,Africa/Cairo
NRN,Weeze,Europe/Berlin
USU,Busuanga,Asia/Manila
BXU,Butuan,Asia/Manila
DPL,Dipolog,Asia/Manila
LAO,Laoag,Asia/Manila
LGP,Legazpi,Asia/Manila
OZC,Ozamis,Asia/Manila
CEB,Cebu,Asia/Manila
NOD,Norden,Europe/Berlin
JUI,Juist,Europe/Berlin
BPS,Porto Seguro,America/Bahia
QIG,Iguatu,America/Fortaleza
PMW,Palmas,America/Araguaina
CLV,Caldas Novas,America/Sao_Paulo
MSO,Missoula,America/Denver
BKQ,Blackall,Australia/Brisbane
BDB,Bundaberg,Australia/Brisbane
GCN,Grand Canyon,America/Phoenix
SGR,Sugar Land,America/Chicago
APA,Denver,America/Denver
CVN,Clovis,America/Denver
FST,Fort Stockton,America/Chicago
LVS,Las Vegas,America/Denver
IWS,Houston,America/Chicago
LRU,Las Cruces,America/Denver
BKD,Breckenridge,America/Chicago
TPL,Temple,America/Chicago
OZA,Ozona,America/Chicago
KDM,Kaadedhdhoo,Indian/Maldives
LAK,Aklavik,America/Inuvik
YWJ,Deline,America/Inuvik
ZFN,Tulita,America/Inuvik
YGH,Fort Good Hope,America/Inuvik
TAH,Tanna,Pacific/Efate
YPC,Paulatuk,America/Inuvik
SRZ,Santa Cruz,America/La_Paz
SAB,Saba,America/Kralendijk
EGE,Vail,America/Denver
SKN,Stokmarknes,Europe/Oslo
CGF,Richmond Heights,America/New_York
MFD,Mansfield,America/New_York
CSG,Columbus,America/New_York
LAW,Lawton,America/Chicago
FNL,Fort Collins,America/Denver
FLG,Flagstaff,America/Phoenix
TVL,South Lake Tahoe,America/Los_Angeles
TWF,Twin Falls,America/Boise
MVY,Vineyard Haven MA,America/New_York
CON,Concord NH,America/New_York
GON,Groton CT,America/New_York
STC,Saint Cloud,America/Chicago
BPE,Bagan,Asia/Shanghai
GTR,Columbus Mississippi,America/Chicago
GOJ,Nizhniy Novgorod,Europe/Moscow
HQM,Hoquiam,America/Los_Angeles
ERI,Erie,America/New_York
HYA,Barnstable,America/New_York
SPR,San Pedro,America/Belize
SDX,Sedona,America/Phoenix
MGW,Morgantown,America/New_York
CRW,Charleston,America/New_York
AVP,Scranton,America/New_York
BJI,Bemidji,America/Chicago
THG,Biloela,Australia/Brisbane
FGI,Apia,Pacific/Apia
BNK,Ballina Byron Bay,Australia/Sydney
FAR,Fargo,America/Chicago
MKC,Kansas City,America/Chicago
RBE,Ratanakiri,Asia/Phnom_Penh
GCC,Gillette,America/Denver
TOF,Tomsk,Asia/Tomsk
NZJ,Santa Ana,America/Los_Angeles
PHY,Phetchabun,Asia/Bangkok
CJM,Chumphon,Asia/Bangkok
JZH,Jiuzhaigou,Asia/Shanghai
SWA,Shantou,Asia/Shanghai
GEO,Georgetown,America/Guyana
AGT,Ciudad del Este,America/Asuncion
OGL,Georgetown,America/Guyana
KAI,Kaieteur,America/Guyana
DNH,Dunhuang,Asia/Shanghai
AOI,Ancona,Europe/Rome
TCP,Taba,Africa/Cairo
LYB,Little Cayman,America/Cayman
BJV,Bodrum,Europe/Istanbul
TBJ,Tabarka,Africa/Tunis
SAW,Istanbul,Europe/Istanbul
SCE,State College Pennsylvania,America/New_York
BME,Broome,Australia/Perth
NTL,Newcastle,Australia/Sydney
KLU,Klagenfurt,Europe/Vienna
HFT,Hammerfest,Europe/Oslo
HVG,Honningsvag,Europe/Oslo
MEH,Mehamn,Europe/Oslo
VDS,Vads,Europe/Oslo
IKA,Tehran,Asia/Tehran
MHD,Mashhad,Asia/Tehran
UIK,Ust Ilimsk,Asia/Irkutsk
MEI,Meridian,America/Chicago
SPI,Springfield,America/Chicago
CEZ,Cortez,America/Denver
HDN,Hayden,America/Denver
GUP,Gallup,America/Denver
LBL,Liberal,America/Chicago
LAA,Lamar,America/Denver
GLD,Goodland,America/Denver
COD,Cody,America/Denver
HOV,Orsta-Volda,Europe/Oslo
ISC,ST MARY\'S,Europe/London
SGF,Springfield,America/Chicago
NVK,Narvik,Europe/Oslo
BVG,Berlevag,Europe/Oslo
FBU,Oslo,Europe/Oslo
NSK,Norilsk,Asia/Krasnoyarsk
AAQ,Anapa,Europe/Moscow
JLN,Joplin,America/Chicago
ABE,Allentown,America/New_York
XNA,Bentonville,America/Chicago
GUW,Atyrau,Asia/Atyrau
KZO,Kzyl-Orda,Asia/Qyzylorda
SBN,South Bend,America/Indiana/Indianapolis
BKA,Moscow,Europe/Moscow
ARH,Arkhangelsk,Europe/Moscow
RTW,Saratov,Europe/Saratov
NUX,Novy Urengoy,Asia/Yekaterinburg
NOJ,Noyabrsk,Asia/Yekaterinburg
SCO,Aktau,Asia/Aqtau
UCT,Ukhta,Europe/Moscow
USK,Usinsk,Europe/Moscow
PEX,Pechora,Europe/Moscow
NNM,Naryan-Mar,Europe/Moscow
PKV,Pskov,Europe/Moscow
KGP,Kogalym,Asia/Yekaterinburg
KJA,Krasnoyarsk,Asia/Krasnoyarsk
KGF,Karaganda,Asia/Almaty
URJ,Uraj,Asia/Yekaterinburg
IWA,Ivanovo,Europe/Moscow
CGQ,Changchun,Asia/Shanghai
KIJ,Niigata,Asia/Tokyo
JON,Johnston Island,Pacific/Honolulu
SMD,Fort Wayne IN,America/Indiana/Indianapolis
ACV,Arcata CA,America/Los_Angeles
OAJ,Jacksonville NC,America/New_York
TCL,Tuscaloosa AL,America/Chicago
DBQ,Dubuque IA,America/Chicago
HHP,Hong Kong,Asia/Hong_Kong
ATD,Atoifi,Pacific/Guadalcanal
AKS,Auki,Pacific/Guadalcanal
BAS,Ballalae,Pacific/Guadalcanal
FRE,Fera Island,Pacific/Guadalcanal
MBU,Mbambanakira,Pacific/Guadalcanal
IRA,Kirakira,Pacific/Guadalcanal
SCZ,Santa Cruz/Graciosa Bay/Luova,Pacific/Guadalcanal
MUA,Munda,Pacific/Guadalcanal
GZO,Gizo,Pacific/Guadalcanal
MNY,Stirling Island,Pacific/Guadalcanal
RNL,Rennell Island,Pacific/Guadalcanal
RUS,Marau,Pacific/Guadalcanal
VAO,Suavanao,Pacific/Guadalcanal
KGE,Kagau Island,Pacific/Guadalcanal
RBV,Ramata,Pacific/Guadalcanal
BUA,Buka Island,Pacific/Bougainville
CMU,Kundiawa,Pacific/Port_Moresby
DAU,Daru,Pacific/Port_Moresby
GUR,Gurney,Pacific/Port_Moresby
PNP,Girua,Pacific/Port_Moresby
HKN,Hoskins,Pacific/Port_Moresby
UNG,Kiunga,Pacific/Port_Moresby
KRI,Kikori,Pacific/Port_Moresby
KMA,Kerema,Pacific/Port_Moresby
KVG,Kavieng,Pacific/Port_Moresby
MDU,Mendi,Pacific/Port_Moresby
MAS,Momote,Pacific/Port_Moresby
MXH,Moro,Pacific/Port_Moresby
MIS,Misima Island,Pacific/Port_Moresby
TIZ,Tari,Pacific/Port_Moresby
TBG,Tabubil,Pacific/Port_Moresby
RAB,Tokua,Pacific/Port_Moresby
VAI,Vanimo,Pacific/Port_Moresby
WBM,Wapenamanda,Pacific/Port_Moresby
LLU,Alluitsup Paa,America/Nuuk
CNP,Neerlerit Inaat,America/Scoresbysund
JFR,Paamiut,America/Nuuk
JGO,Qeqertarsuaq Airport,America/Nuuk
JJU,Qaqortoq,America/Nuuk
JSU,Maniitsoq,America/Nuuk
JNN,Nanortalik,America/Nuuk
JNS,Narsaq,America/Nuuk
NAQ,Qaanaaq,America/Thule
JHS,Sisimiut,America/Nuuk
JUV,Upernavik,America/Nuuk
JQA,Uummannaq,America/Nuuk
GRY,Grmsey,Atlantic/Reykjavik
THO,Thorshofn,Atlantic/Reykjavik
VPN,Vopnafjrur,Atlantic/Reykjavik
YWS,Whistler,America/Vancouver
YAA,Anahim Lake,America/Vancouver
YWM,Williams Harbour,America/St_Johns
YFX,St. Lewis,America/St_Johns
YHA,Port Hope Simpson,America/St_Johns
YRG,Rigolet,America/Goose_Bay
YCK,Colville Lake,America/Inuvik
YLE,What,America/Edmonton
SUR,Summer Beaver,America/Toronto
YAX,Angling Lake,America/Winnipeg
WNN,Wunnumin Lake,America/Winnipeg
YNO,North Spirit Lake,America/Winnipeg
XBE,Bearskin Lake,America/Winnipeg
KIF,Kingfisher Lake,America/Winnipeg
YOG,Ogoki Post,America/Toronto
YHP,Poplar Hill,America/Winnipeg
YKU,Chisasibi,America/Toronto
ZTB,Tte--la-Baleine,America/Blanc-Sablon
ZLT,La Tabatire,America/Blanc-Sablon
YAC,Cat Lake,America/Winnipeg
YAG,Fort Frances,America/Winnipeg
XKS,Kasabonika,America/Winnipeg
YKG,Kangirsuk,America/Toronto
YAT,Attawapiskat,America/Toronto
YBE,Uranium City,America/Regina
YBX,Lourdes-De-Blanc-Sablon,America/Blanc-Sablon
YRF,Cartwright,America/Goose_Bay
YCS,Chesterfield Inlet,America/Rankin_Inlet
YDP,Nain,America/Goose_Bay
YER,Fort Severn,America/Toronto
YFA,Fort Albany,America/Toronto
YFH,Fort Hope,America/Toronto
YMN,Makkovik,America/Goose_Bay
YGB,Texada,America/Vancouver
YGO,Gods Lake Narrows,America/Winnipeg
YGT,Igloolik,America/Iqaluit
YGW,Kuujjuarapik,America/Toronto
YGX,Gillam,America/Winnipeg
YGZ,Grise Fiord,America/Iqaluit
YQC,Quaqtaq,America/Toronto
CXH,Vancouver,America/Vancouver
YNS,Nemiscau,America/Toronto
YHO,Hopedale,America/Goose_Bay
YHR,Chevery,America/Blanc-Sablon
YIK,Ivujivik,America/Toronto
YIV,Island Lake,America/Winnipeg
AKV,Akulivik,America/Toronto
YKQ,Waskaganish,America/Toronto
YPJ,Aupaluk,America/Toronto
YLC,Kimmirut,America/Iqaluit
YLH,Lansdowne House,America/Toronto
XGR,Kangiqsualujjuaq,America/Toronto
YMH,Mary's Harbour,America/St_Johns
YMT,Chibougamau,America/Toronto
YUD,Umiujaq,America/Toronto
YNC,Wemindji,America/Toronto
YNE,Norway House,America/Winnipeg
YNL,Points North Landing,America/Regina
YOH,Oxford House,America/Winnipeg
YPH,Inukjuak,America/Toronto
YPM,Pikangikum,America/Winnipeg
YPO,Peawanuck,America/Toronto
YPW,Powell River,America/Vancouver
YQD,The Pas,America/Winnipeg
YQN,Nakina,America/Toronto
YRA,Gamti,America/Edmonton
YRL,Red Lake,America/Winnipeg
YSF,Stony Rapids,America/Regina
YSK,Sanikiluaq,America/Iqaluit
YST,St. Theresa Point,America/Winnipeg
YTL,Big Trout Lake,America/Winnipeg
YVZ,Deer Lake,America/Winnipeg
YWP,Webequie,America/Toronto
YXN,Whale Cove,America/Rankin_Inlet
YZG,Salluit,America/Toronto
ZAC,York Landing,America/Winnipeg
ILF,Ilford,America/Winnipeg
ZBF,Bathurst,America/Moncton
ZEM,Eastmain River,America/Toronto
ZFD,Fond-Du-Lac,America/Regina
ZGI,Gods River,America/Winnipeg
ZJN,Swan River,America/Winnipeg
ZKE,Kashechewan,America/Toronto
MSA,Muskrat Dam,America/Winnipeg
ZMT,Masset,America/Vancouver
ZPB,Sachigo Lake,America/Winnipeg
ZRJ,Round Lake,America/Winnipeg
ZSJ,Sandy Lake,America/Winnipeg
ZTM,Shamattawa,America/Winnipeg
ZUM,Churchill Falls,America/Goose_Bay
ZWL,Wollaston Lake,America/Regina
BLJ,Batna,Africa/Algiers
CBH,Bchar,Africa/Algiers
BMW,Bordj Badji Mokhtar,Africa/Algiers
ELU,Guemar,Africa/Algiers
KMS,Kumasi,Africa/Accra
HDF,Heringsdorf,Europe/Berlin
HEI,Bsum,Europe/Berlin
HGL,Helgoland,Europe/Berlin
SJY,Seinjoki / Ilmajoki,Europe/Helsinki
NQT,Nottingham,Europe/London
DSA,"Doncaster, Sheffield",Europe/London
